Organization,Mission,Families,Educators,Workspace,Rank
Afl Hotel & Restaurant Workers Health & Welfare Trust Fund,0.15643457,0.187133816,0.171094416,0.135476216,0.160501359
Hawaii Pacific University,0.250038747,0.240229935,0.254776145,0.246166265,0.248548098
Queen Emma Land Company,0.190175738,0.231884523,0.209514161,0.170575888,0.197083631
Waianae District Comprehensive Health and Hospital Board Inc,0.109741108,0.147079973,0.121984416,0.096834471,0.115853697
Liliuokalani Trust,0.190924236,0.233992374,0.224411028,0.196348022,0.204587355
Iolani School,0.054068411,0.083068954,0.059689943,0.070969099,0.062655538
University of Hawaii Foundation,0.115990284,0.146679504,0.133082757,0.11635528,0.124014732
"North Hawaii Community Hospital, Inc.",0.065928769,0.095904153,0.089785241,0.069254425,0.075455021
Hawaii Community Foundation,0.058356664,0.073302892,0.077046696,0.069220565,0.065773358
Chaminade University of Honolulu,0.085078516,0.11728598,0.080755269,0.09178414,0.090843489
Hawaii Carpenters Health & Welfare Trust Fund,0.194061513,0.227405746,0.211463208,0.157077843,0.196355223
Sutter Insurance Services Corporation,0.250038747,0.240229935,0.254776145,0.246166265,0.248548098
Polynesian Cultural Center,0.349747802,0.379324282,0.322949129,0.345250931,0.349461291
Ilwu Local 142 Health & Welfare Tr,0.173782253,0.206040838,0.185207098,0.143825888,0.176070097
Rehabilitation Hospital of the Pacific,0.250038747,0.240229935,0.254776145,0.246166265,0.248548098
University Clinical Education & Research Associates,0.107115135,0.144811536,0.11186823,0.096842326,0.112477916
Kauai Medical Clinic,0.160160124,0.194059523,0.16917968,0.154214771,0.166322391
MID PACIFIC MIDPACIFIC INSTITUTE,0.048406105,0.078206909,0.047838517,0.07221462,0.057246393
Wahiawa General Hospital,0.132557188,0.172403948,0.130348875,0.113468348,0.135648789
Teamsters Health and Welfare Trust Fund,0.242120346,0.272029595,0.247543495,0.208853171,0.24246455
Hawaii Laborers Health and Welfare Trust Fund,0.338479714,0.35249749,0.385353479,0.368621518,0.353651938
Hale Makua Health Services,0.109167036,0.134192416,0.129233954,0.108055696,0.116497196
Kapiolani Medical Specialists,0.250038747,0.240229935,0.254776145,0.246166265,0.248548098
Kahala Senior Living Community Inc,0.090255897,0.126898231,0.115399546,0.091671547,0.100789502
Bayada Home Care,0.116091379,0.147510917,0.128323356,0.100352432,0.120743474
Hawaii Visitors and Convention Bureau,0.17124826,0.209730799,0.186057835,0.147843318,0.176229455
Stevedore Industry Committee Welfare Benefit Tr,0.198690158,0.237430159,0.217708939,0.162438094,0.202274611
YMCA of Honolulu,0.049478252,0.073887199,0.062036991,0.060911947,0.057545149
Arcadia Retirement Residence,0.088804347,0.129958146,0.111411879,0.085085448,0.098811419
Kalihi Palama Health Center,0.0795016,0.120785469,0.103089472,0.073262812,0.089273759
Child & Family Service,0.164120652,0.190147091,0.170628478,0.168888271,0.170337633
"Hawaii Foodbank, Inc.",0.057103616,0.07860285,0.090388999,0.077475526,0.069629704
St Francis Community Health Services,0.250038747,0.240229935,0.254776145,0.246166265,0.248548098
Kamaaina Care Inc,0.070494616,0.101859169,0.075406922,0.079497396,0.078041222
Hawaii Electricians Health & Welfare Fund,0.168522551,0.204572222,0.185154815,0.141378163,0.172778809
CENTER FOR CULTURAL AND TECHNICAL INTERCHANGE BETWEEN EAST AND WEST,0.070187067,0.113456028,0.082412385,0.069707733,0.079356225
Catholic Charities Hawaii,0.031048843,0.060475609,0.059141219,0.050589858,0.043892202
Hawaii Preparatory Academy,0.104184432,0.136134496,0.10048831,0.109185927,0.109727005
"Goodwill Industries of Hawaii, Inc.",0.082798362,0.119436847,0.088990488,0.061450533,0.086378826
California Association for Research in Astronomy,0.179537434,0.201996377,0.18257639,0.205454612,0.188106614
University of the Nations Kona Inc,0.074295718,0.092098107,0.079604682,0.085968442,0.080093064
Parents And Children Together,0.102333181,0.118553492,0.117068687,0.115643909,0.109710939
Pamcah Ua Local 675 Health & Welfare Fund,0.18901346,0.217384555,0.203654168,0.160135796,0.19136915
Hawaii Carpenters Vacation and Holiday Fund,0.134351555,0.167643111,0.15878272,0.113269863,0.140458393
Sutter Health Pacific,0.125609564,0.153449071,0.152019446,0.139774375,0.13701193
Kuakini Geriatric Care Inc,0.130565483,0.166410037,0.135848624,0.108673837,0.133771491
St Francis Healthcare System of Hawaii,0.250038747,0.240229935,0.254776145,0.246166265,0.248548098
Craigside Retirement Residence,0.085448586,0.125449981,0.107213788,0.081646445,0.095109329
Le Jardin Academy,0.083036733,0.119130002,0.090533224,0.10658062,0.094225674
Hawaii Residency Programs Inc,0.112633654,0.147363676,0.120570708,0.100592517,0.117737977
Waialae Country Club,0.126790426,0.153799444,0.129953861,0.127387727,0.131918718
Waikiki Health,0.096902787,0.131150295,0.121590525,0.09452558,0.106329127
Partners in Development Foundation,0.124048678,0.16519841,0.13546241,0.138025144,0.135138666
Airlines Committee of Hawaii Inc,0.096381771,0.137666785,0.114195195,0.089151829,0.10502652
Kokua Kalihi Valley Comprehensive Family Services,0.101536603,0.128457513,0.119197007,0.115677389,0.11132362
WEST HAWAII COMMUNITY HEALTH CENTER INC,0.073067532,0.119972646,0.104258581,0.076115372,0.086591532
Honolulu Community Action Program,0.06601792,0.104836219,0.080438907,0.064829714,0.0746931
American Federation of State County & Municipal Employees,0.179192488,0.226229234,0.198417616,0.1554984,0.186287119
Blood Bank of Hawaii,0.111949031,0.149445396,0.144241383,0.124575435,0.125684884
International Longshore & Warehouse Union Local 142,0.406844395,0.429806987,0.417832741,0.370391652,0.406427428
PALOLO CHINESE HOME,0.097059655,0.127938628,0.113836205,0.105969956,0.106487292
"Bay Clinic, Inc.",0.115905526,0.165491335,0.139958659,0.105066582,0.126372193
USS Missouri Memorial Association Inc,0.210724384,0.226896778,0.218428028,0.214295291,0.215298875
Providers Insurance Corporation,0.178019283,0.224436772,0.210712525,0.145664337,0.185811914
YWAM SHIPS Kona,0.051275512,0.08179913,0.076818721,0.063309953,0.062625723
Careresource Hawaii,0.133914835,0.180086621,0.152537559,0.119644812,0.142335583
Ihs the Institute for Human Services Inc,0.157882292,0.1850327,0.176434161,0.161106869,0.166036768
"Aloha United Way, Inc.",0.057143054,0.086823356,0.07585829,0.057799224,0.065318339
Hawaii Laborers Vacation & Holiday Fund,0.338479714,0.35249749,0.385353479,0.368621518,0.353651938
Hawaii Electricians Vacation and Holiday Fund,0.128526107,0.154783961,0.141615355,0.106752991,0.131455105
Honolulu Limited,0.153376409,0.185994731,0.193105976,0.147255005,0.164414156
Charles & Mitch Ota Foundation,0.190924236,0.233992374,0.224411028,0.196348022,0.204587355
Masons Health and Welfare Trust Fund,0.149536689,0.200063901,0.173952785,0.130995464,0.158937036
Easterseals Hawaii,0.057951756,0.077746109,0.081750425,0.077774029,0.068520972
Ufcw Hawaii UfcwHawaii Food Employers Health and Welfare Tr Fund,0.250038747,0.240229935,0.254776145,0.246166265,0.248548098
Waipahu Jack Hall Memorial Housing Corporation,0.233180647,0.257480036,0.248945238,0.194228499,0.233365952
Bishop Museum,0.160703323,0.194182716,0.171088657,0.176937533,0.170719812
MAUI ECONOMIC OPPORTUNITY INC,0.077397384,0.100170746,0.102690839,0.106902267,0.090326001
Elemental Excelerator Inc,0.033260861,0.067600442,0.060259392,0.047988273,0.045938448
HONOLULU ACADEMY OF ARTS,0.115932508,0.163754181,0.118954886,0.132769339,0.127212655
Sheet Metal Workers Health and Welfare Trust Fund,0.179957428,0.223489682,0.20234132,0.15099979,0.18611718
Maunalani Nursing and Rehabilitation Center,0.087713642,0.121427003,0.100780541,0.081153203,0.094416945
Hale Mahaolu,0.148027839,0.17750454,0.157844823,0.135520687,0.152492261
Consuelo Zobel Alger Foundation,0.190924236,0.233992374,0.224411028,0.196348022,0.204587355
Community Clinic of Maui Inc,0.175447321,0.203939186,0.179895663,0.146888329,0.176177524
Seabury Hall,0.063190721,0.067099506,0.052741013,0.080059976,0.064912109
Hospice Hawaii Inc,0.104331869,0.127711317,0.130513826,0.107936415,0.113192861
Mental Health Kokua,0.14319608,0.17850092,0.170449653,0.148310072,0.154474814
Ori Anuenue Hale Inc,0.138503137,0.176114178,0.159972478,0.124441409,0.146006246
HAWAIIAN HUMANE SOCIETY,0.140018117,0.175181905,0.159998465,0.136479003,0.148618954
Molokai General Hospital,0.20856134,0.260155109,0.234313024,0.187312018,0.217910695
Ilwu Local 142 General Health & Welfare Trust,0.15060275,0.200661108,0.177557477,0.134880747,0.16081793
Hanalani Schools,0.07735039,0.094357365,0.073874739,0.097576314,0.082976598
Pacific International Center for High Technology Research,0.143984572,0.211498099,0.185703123,0.151845958,0.163500149
Roy H & Lorraine M Okumura Foundation,0.190924236,0.233992374,0.224411028,0.196348022,0.204587355
Outrigger Canoe Club,0.126215,0.157990266,0.115076217,0.130704527,0.130402668
Arc in Hawaii,0.072903254,0.102397618,0.094141734,0.072606786,0.081309317
National Tropical Botanical Garden,0.177524985,0.2211458,0.19001844,0.195495081,0.189872379
Hawaii Iron Workers Health and Welfare Trust Fund,0.169342911,0.203993091,0.18341138,0.147631897,0.173844184
LANAKILA PACIFIC,0.050680238,0.088560932,0.070396497,0.054562355,0.06092675
Zierk Family Foundation,0.190924236,0.233992374,0.224411028,0.196348022,0.204587355
Waimanalo Health Center,0.100835132,0.136979545,0.122037705,0.096795016,0.10971961
Foundation for Maryknoll School,0.199641454,0.21830535,0.207721679,0.207796582,0.205457996
Aloha House Inc,0.093849147,0.123148107,0.110619576,0.092416505,0.101288605
Sand Island Business Association,0.180138436,0.214683148,0.201965336,0.168623444,0.187614539
Unite Here,0.147881454,0.196107957,0.176309985,0.131371488,0.157905632
HAU'OLI MAU LOA FOUNDATION,0.050360995,0.081526863,0.078968548,0.070092298,0.063611783
Assets School,0.072411448,0.098688189,0.056153272,0.085472732,0.076258089
United Brotherhood of Carpenters & Joiners of America,0.317188987,0.351582351,0.33459039,0.284362696,0.320350399
Seagull Schools Inc,0.153084285,0.18161596,0.155517095,0.146555012,0.15715682
Oahu Country Club,0.093876733,0.140119872,0.115121167,0.090952854,0.104637349
Pearl Harbor Aviation Museum,0.080037053,0.102237371,0.101151687,0.093774416,0.089545772
The Alcoholic Rehabilitation Services of Hawaii Inc,0.163942935,0.180961437,0.1805456,0.148864914,0.167033459
American Federation of State County & Municipal Employees,0.120011768,0.158500475,0.142409922,0.109022338,0.128328006
International Brotherhood of Electrical Workers,0.130346533,0.176809207,0.159696556,0.128631296,0.14269611
KUPU,0.11498123,0.150800236,0.129219161,0.130277992,0.125873513
Mililani Town Association,0.175259563,0.218291848,0.213815184,0.17347249,0.188559702
HALE KIPA INC,0.118878448,0.157469294,0.129661801,0.125211089,0.128162921
Hawaii State Teachers Association,0.158554349,0.198571857,0.184600821,0.135734035,0.165761626
Maui Arts & Cultural Center,0.180143144,0.215991158,0.17573816,0.184609229,0.186127997
Ka Meheu Ohu O Ka Honu Inc,0.120502928,0.173407576,0.1414384,0.135988793,0.135390592
Kcaa Preschools of Hawaii,0.108941281,0.124321501,0.101478214,0.109557539,0.110363516
Pacific Fleet Submarine Memorial Association Inc,0.226914182,0.255715149,0.247742355,0.240457784,0.237442972
Pacific Club,0.117137379,0.141796822,0.134254001,0.132299068,0.126627005
Island Pacific Academy Inc,0.039675188,0.070665233,0.051844378,0.06425268,0.050964643
Hawaii Public Television Foundation,0.151937962,0.167502922,0.14316265,0.177316174,0.157299272
United Association of Journeymen & Apprentices of the Plumbing & Pipe,0.406844395,0.429806987,0.417832741,0.370391652,0.406427428
OLELO COMMUNITY MEDIA,0.103225787,0.142869036,0.115954858,0.115979006,0.114080043
Painting Industry of Hawaii Health and Welfare Fund,0.168414719,0.21753451,0.196370617,0.151047575,0.178366143
Canada France Hawaii Telescope Corporation,0.093216041,0.145056352,0.122071839,0.121084635,0.111310158
Alu Like Inc,0.130773792,0.163846848,0.156389378,0.151014762,0.143928727
Mid Pacific MidPacific Country Club,0.140592931,0.178237765,0.159987821,0.14068727,0.150115275
St. Andrew's Schools,0.045871036,0.061295537,0.056329051,0.069277366,0.054085844
KAPIOLANI HEALTH FOUNDATION,0.169772679,0.194158477,0.181363255,0.158587757,0.173904588
Hawaiian Electric Industries Inc VEBA Pl for Bargaining Unit Emplys,0.184424201,0.220026513,0.204557688,0.153420779,0.188546264
Hiipaka LLC,0.14982882,0.192555481,0.166032014,0.158413469,0.161081237
AHA PUNANA LEO,0.100719736,0.120787852,0.110848187,0.110630731,0.107404329
HO OLA LAHUI HAWAII,0.158800834,0.194966395,0.175087079,0.153973791,0.166738294
Parker Ranch Foundation Tr 091092,0.126885304,0.172592655,0.152676622,0.122153687,0.138013146
Pacific Historic Parks,0.107589706,0.14688987,0.123283381,0.113626604,0.117761495
Pam Cah U CahU A Local 675 Vacation and Holiday Fund,0.186106514,0.208450438,0.200553035,0.153996106,0.18688652
Kuakini Foundation,0.10072788,0.141200465,0.112161994,0.082367657,0.106318959
SUSTAINABLE FISHERIES PARTNERSHIP FOUNDATION,0.199303658,0.245454072,0.238766488,0.218757848,0.216814897
Honolulu Marathon Association,0.15018734,0.171960704,0.15729403,0.138758114,0.153095812
Hawaii Masons Vacation and Holiday Trust Fund,0.175195823,0.192194257,0.185418696,0.148361522,0.175260324
Parker School,0.06115873,0.0834317,0.068018365,0.083229168,0.06969257
Steadfast Housing Development Corporation,0.151333043,0.189752077,0.173549848,0.127565421,0.157477746
Aloha Harvest,0.08159861,0.095195729,0.107239058,0.088227985,0.089243101
Keiki O Ka Aina Preschool Inc,0.084943679,0.102771727,0.074216708,0.092117148,0.08732277
SECOH,0.134101294,0.16625307,0.145602831,0.142501702,0.142776914
Hospice of Hilo,0.043007338,0.050914961,0.073482016,0.064680547,0.053016589
Hanahauoli School,0.080839281,0.094402219,0.06798106,0.087364089,0.082044202
Ko Olauloa Health Center,0.169927857,0.216024318,0.184308394,0.149811659,0.176654657
Nanea Golf Club Inc,0.236783092,0.262433609,0.23670173,0.245304563,0.242464863
Lga Family Foundation,0.190924236,0.233992374,0.224411028,0.196348022,0.204587355
Maui Preparatory Academy,0.08547193,0.118992885,0.082176168,0.098761737,0.09272443
Lokahi Pacific,0.091261154,0.126570322,0.113996305,0.090306076,0.100776028
300 Corp,0.156550155,0.190695484,0.195114828,0.149176567,0.167439557
Local 665 I A T S E Health and Welfare Fund,0.155927466,0.199188267,0.165208869,0.136388928,0.161428077
Shaw Foundation Properties Corp,0.141638147,0.170027264,0.171379522,0.134784167,0.150184232
Legal Aid Society of Hawaii,0.11869099,0.15607204,0.128754785,0.102668415,0.123928035
International Union of Painters and Allied Trades,0.100356842,0.139433249,0.130384635,0.097587399,0.111412635
Hospice Maui Inc,0.239728572,0.266578206,0.253573017,0.211927134,0.241877345
Island School,0.061074311,0.092043215,0.061327335,0.078727215,0.069220117
Kosasa Foundation,0.190924236,0.233992374,0.224411028,0.196348022,0.204587355
Laborers International Union of North America,0.083102186,0.125447624,0.111692571,0.082529813,0.094829428
HAMAKUA HEALTH CENTER INC,0.068838173,0.100321757,0.096060906,0.086011413,0.081484766
Hope Services Hawaii Inc,0.115676165,0.132530712,0.133023463,0.129644923,0.123704599
Hawaii Dental Service Foundation,0.10002344,0.129333743,0.100241778,0.085573384,0.102536538
HAWAII ISLAND HUMANE SOCIETY,0.142240192,0.174886766,0.161269089,0.140771907,0.150608057
"Ka Hale A Ke Ola Homeless Resource Center, Inc.",0.082365418,0.101997903,0.087660731,0.071942511,0.0847829
"Maui Food Bank, Inc.",0.146928012,0.160500346,0.160005629,0.149041723,0.151721956
Padosi Foundation,0.190924236,0.233992374,0.224411028,0.196348022,0.204587355
Southern Oregon Insurance Inc,0.109691171,0.152105978,0.141870379,0.103596269,0.12110769
Painting Industry of Hawaii Vacation Fund,0.170137827,0.205725212,0.183105545,0.133915019,0.172193209
Hana Health,0.122909886,0.15627721,0.127207766,0.094388176,0.124433802
Diamond Head Theatre,0.196663047,0.208234989,0.193368347,0.190944762,0.19708954
aio Foundation,0.071906359,0.102177747,0.072726984,0.070708486,0.076888716
Hawaii Employers Council,0.11913026,0.161304797,0.133729274,0.115268074,0.127948821
International Brotherhood of Electrical Workers,0.118309515,0.165171663,0.147915641,0.112497014,0.130085477
HAROLD K L CASTLE FOUNDATION,0.147315885,0.19271923,0.15910575,0.134855124,0.154771293
